descmarca,producto,descrip,claseprod,preciosiva
CANDADOS 505.,CAN940,LLAVES P/CANDADO DE 40 MM,PESOS,"178,74"
CANDADOS 505.,CAN950,LLAVES P/CANDADO DE 50 MM,PESOS,"196,7"
REPUESTOS ARTICULOS BROGAS,00.LLA0001_BR,LLAVIN AGUJA CALENTADOR 440 / INY Ø 0.24,PESOS,"1162,5"
DUKE.,DUK412,"LLAVINES PARA GAS H-H DE 1/2""",PESOS,"3703,97"
DUKE.,DUK114,"LLAVINES PARA GAS H-H DE 1/4""",PESOS,"2813,72"
DUKE.,DUK138,"LLAVINES PARA GAS H-H DE 3/8""",PESOS,"3659,03"
DUKE.,DUK4120,"LLAVINES PARA GAS M-H DE 1/2""",PESOS,"3703,97"
DUKE.,DUK214,"LLAVINES PARA GAS M-H DE 1/4""",PESOS,"2813,72"
DUKE.,DUK238,"LLAVINES PARA GAS M-H DE 3/8""",PESOS,"3659,03"
DUKE.,DUK314,"LLAVINES PARA GAS M-M DE 1/4""",PESOS,"2813,72"
DUKE.,DUK338,"LLAVINES PARA GAS M-M DE 3/8""",PESOS,"3659,03"
LLUVIAS BRONCE ARTICULADAS CRO,LLU01_ML,LLUVIA BRONCE ARTICULADA CROMADA C/ANTISARRO,PESOS,"2438,57"
DUCHADOR PARA EXTERIOR,LL-01_BR,LLUVIA CON PIE P/JARDÍN (CON ACOPLE P/MANGUERA),PESOS,"5107,21"
EL ABUELO,ELA13102_SA,LLUVIA DE RIEGO,PESOS,"1095,7"
ARTICULOS PLASTICOS VARIOS,APV49_ML,LLUVIA PLÁSTICA ARTICULADA CROM.DE LUJO C/ANTISARRO,PESOS,"1037,22"
ARTICULOS PLASTICOS VARIOS,APV02_ML,LLUVIA PLÁSTICA ARTICULADA CROMADA,PESOS,"523,16"
ARTICULOS PLASTICOS VARIOS,APV51_ML,LLUVIA PLÁSTICA ARTICULADA CROMADA C/ANTISARRO,PESOS,"589,85"
ARTICULOS PLASTICOS VARIOS,APV50_ML,LLUVIA PLÁSTICA ARTICULADA CROMADA DE LUJO,PESOS,"960,4"
DUCHADORES Y LLUVIAS IMPORTADA,D2001_ML,LLUVIA PLÁSTICA CROMADA IMPORTADA 1F,PESOS,"979,86"
DUCHADORES Y LLUVIAS IMPORTADA,D2005_ML,LLUVIA PLÁSTICA CROMADA IMPORTADA 5F,PESOS,"1921,22"
LLUVIAS PARA BIDET,LLB02_ML,LLUVIAS PARA BIDET COMPLETA 1/2,PESOS,"2193,3"
LLUVIAS PARA BIDET,LLB01_ML,LLUVIAS PARA BIDET COMPLETA 3/8,PESOS,"2042,93"
MAYEROT.,may22,LONA PLASTICA ANILLADA Y REFOR. 2X2 MTS.,PESOS,"3864,6"
MAYEROT.,may23,LONA PLASTICA ANILLADA Y REFOR. 2X3 MTS.,PESOS,"5796,9"
NAVEGANTE.,NAV491,LONETA 1 M X 30 MTS VERDE Y BLANCO,PESOS,"44552,6"
NAVEGANTE.,NAV493,LONETA REF  1 M X 30 MTS AZUL Y BLANCO,PESOS,"44552,6"
NAVEGANTE.,NAV492,LONETA REF. 1 M X 30 MTS AMARILLO Y BLANCO,PESOS,"44552,6"
NAVEGANTE.,NAV490,LONETA REF. 1 M X 30 MTS ROJO Y BLANCO,PESOS,"44552,6"
CORKO,COR360,LUBRICADOR AUTOMATICO DE ACEITE,PESOS,"4280,12"
VULCANO,VUL202,LUBRICADOR DE ACEITE CAP. 15 LTS C/CARRO,PESOS,"79545,17"
VULCANO,VUL96,LUBRICADOR PARA ACEITE CAP. 6L,PESOS,"45956,6"
TEK BOND DOLARIZADO,TEK300,LUBRICANTE EN AEROSOL 300 CC TEKBOND,DOLARIZADO,"4,76"
PROSPRAY.,MAX1050,LUBRICANTE EN AEROSOL PTFE X 290 CC.,PESOS,"937,4"
TACSA DOLARIZADO,INT4023,LUBRICANTE EN AEROSOL TACSA X 216 ML,DOLARIZADO,"4,67"
TACSA DOLARIZADO,INT4045,LUBRICANTE EN AEROSOL TACSA X 450 ML,DOLARIZADO,"5,6"
PROSPRAY.,MAX1023,LUBRICANTE EN AEROSOL X 250 CC,PESOS,"614,54"
PROSPRAY.,MAX1020,LUBRICANTE EN AEROSOL X 300ML PREMIUM,PESOS,"1210,12"
PROSPRAY.,MAX1040,LUBRICANTE EN AEROSOL X 440 CC,PESOS,"817,12"
PROSPRAY.,MAX1041,LUBRICANTE GRAFITADO AEROSOL X 250 CC,PESOS,"798,96"
PROSPRAY.,MAX1042,LUBRICANTE PARA CADENAS DE MOTOS X 250 CC,PESOS,"714,28"
PROSPRAY.,MAX1052,LUBRICANTE PARA CADENAS DE MOTOS X 440 CC,PESOS,"916,17"
VIYILANT,VIY3334,LUBRICANTE PASACABLE EN GEL 200 GMS,PESOS,"1269,44"
VARIOS,VAR0004_SA,LUBRICANTE USO MULTIPLE 360CM3,PESOS,0
NE DOLARIZADO.,nov3620,LUZ DE EMERGENCIA LEDS 36 C/BATERIA RENOVABLE,DOLARIZADO,"55,48"
NE DOLARIZADO.,nov5120,LUZ DE EMERGENCIA LEDS 51 C/BATERIA RENOVABLE,DOLARIZADO,"65,69"
NE DOLARIZADO.,nov1025,LUZ DE EMERGENCIA LEDS 69 HELIOS C/BATERIA,DOLARIZADO,"49,81"
TRAMONTINA,TRA8134,MACETA AUTOIRRIGANTE 25X60X3 DIVISIONES,PESOS,"9973,18"
GHERARDI.,GHE24,MACHETA CAÃ‘ERA,PESOS,"10641,53"
CHAYTO,CHY0120_SA,MACHETE 20,PESOS,0
CHAYTO,CHY0220_SA,MACHETE 20,PESOS,0
TRAMONTINA,TRA6619,"MACHETE ANCHO DE 12"" DENTADO CAMPING",PESOS,"7218,69"
TRAMONTINA,TRA0318,"MACHETE ANCHO DE 18"" MANGO PLAST.",PESOS,"4916,43"
TRAMONTINA,TRA0320,"MACHETE ANCHO DE 20"" MANGO PLAST.",PESOS,"5163,9"
TRAMONTINA,TRA0212,"MACHETE ANGOSTO DE 12"" MANGO PLAST.",PESOS,"3547,09"
TRAMONTINA,TRA0218,"MACHETE ANGOSTO DE 18"" MANGO PLAST.",PESOS,"4553,48"
TRAMONTINA,TRA0220,"MACHETE ANGOSTO DE 20"" MANGO PLAST.",PESOS,"4800,95"
SANTA-JUANA,SAJ0018,"MACHETE CABO PLASTICO  18""",PESOS,"2233,85"
Q-ALQUIERA,QAL120,"MACHETE CABO PLASTICO 20""",PESOS,"1611,16"
SANTA-JUANA,SAJ0020,"MACHETE CABO PLASTICO 20""",PESOS,"2371,01"
GHERARDI.,GHE14,"MACHETE PINTADO DE 14""",PESOS,"7961,66"
GHERARDI,GHE0118_SA,MACHETE PINTADO DE 18,PESOS,0
DAGO.,DAG1418,"MACHETE PINTADO DE 18""",PESOS,"4891,33"
GHERARDI.,GHE18,"MACHETE PINTADO DE 18""",PESOS,"8241,32"
GHERARDI,GHE0120_SA,MACHETE PINTADO DE 20,PESOS,"9032,54"
DAGO.,DAG1420,"MACHETE PINTADO DE 20""",PESOS,"5429,39"
GHERARDI.,GHE20,"MACHETE PINTADO DE 20""",PESOS,"8507,39"
GHERARDI,GHE0122_SA,MACHETE PINTADO DE 22,PESOS,0
DAGO.,DAG1422,"MACHETE PINTADO DE 22""",PESOS,"5728,93"
GHERARDI.,GHE22,"MACHETE PINTADO DE 22""",PESOS,"8799,58"
BIASSONI.,BIA3740,"MACHETE PULIDO 12"" PESCADOR",PESOS,"3562,54"
BIASSONI.,BIA7728,"MACHETE PULIDO 12"" PESCADOR + HACHA VISCAINA",PESOS,"11716,43"
BIASSONI.,BIA0018,"MACHETE PULIDO 18""",PESOS,"5178,01"
BIASSONI.,BIA0020,"MACHETE PULIDO 20""",PESOS,"5341,84"
IMPORTADO. DOLARIZADO,IMP20,"MACHETE PULIDO 20"" C/PLAST.",DOLARIZADO,"10,13"
BIASSONI.,BIA0022,"MACHETE PULIDO 22""",PESOS,"5505,7"
CASILDENSE.,CAS20,"MACHETE PULIDO DE 20"" CABO PLASTICO",PESOS,"2528,18"
RAVAT.,AVA318,"MACHO EN JUEGO GAS DE    1/8""",PESOS,"3474,24"
RAVAT.,AVA314,"MACHO EN JUEGO GAS DE   1/4"" LGM",PESOS,"5213,53"
RAVAT.,AVA338,"MACHO EN JUEGO GAS DE   3/8"" LGM",PESOS,"6534,35"
RAVAT.,AVA312,"MACHO EN JUEGO GAS DE  1/2"" LGM",PESOS,"8879,57"
RAVAT.,AVA358,"MACHO EN JUEGO GAS DE  5/8"" LGM",PESOS,"10427,07"
RAVAT.,AVA334,"MACHO EN JUEGO GAS DE 3/4"" LGM",PESOS,"17759,14"
RAVAT.,AVA2305,MACHO EN JUEGO M.DE  3 X 0.50,PESOS,"2381,18"
RAVAT.,AVA2407,MACHO EN JUEGO M.DE  4 X 0.70,PESOS,"2381,18"
RAVAT.,AVA2508,MACHO EN JUEGO M.DE  5 X 0.80,PESOS,"2579,62"
RAVAT.,AVA261,MACHO EN JUEGO M.DE  6 X 1.00,PESOS,"3172,54"
RAVAT.,AVA271,MACHO EN JUEGO M.DE  7 X 1.00,PESOS,"3276,49"
RAVAT.,AVA2812,MACHO EN JUEGO M.DE  8 X 1.25,PESOS,"3467,84"
RAVAT.,AVA2912,MACHO EN JUEGO M.DE  9 X 1.25,PESOS,"4067,86"
RAVAT.,AVA2101,MACHO EN JUEGO M.DE 10 X 1.00,PESOS,"4067,86"
RAVAT.,AVA2102,MACHO EN JUEGO M.DE 10 X 1.25,PESOS,"4067,86"
RAVAT.,AVA2105,MACHO EN JUEGO M.DE 10 X 1.50,PESOS,"4067,86"
RAVAT.,AVA2115,MACHO EN JUEGO M.DE 11 X 1.50,PESOS,"5166,31"
RAVAT.,AVA2121,MACHO EN JUEGO M.DE 12 X 1.00,PESOS,"5166,31"
RAVAT.,AVA2122,MACHO EN JUEGO M.DE 12 X 1.25,PESOS,"5166,31"
RAVAT.,AVA2125,MACHO EN JUEGO M.DE 12 X 1.50,PESOS,"5166,31"
RAVAT.,AVA2127,MACHO EN JUEGO M.DE 12 X 1.75,PESOS,"5166,31"
RAVAT.,AVA2145,MACHO EN JUEGO M.DE 14 X 1.50,PESOS,"6257,68"
RAVAT.,AVA2142,MACHO EN JUEGO M.DE 14 X 2.00,PESOS,"6257,68"
RAVAT.,AVA262,MACHO EN JUEGO M.DE 16 X 2.00,PESOS,"9437,33"
RAVAT.,AVA2825,MACHO EN JUEGO M.DE 18 X 2.50,PESOS,"10032,61"
RAVAT.,AVA2202,MACHO EN JUEGO M.DE 20 X 2.50,PESOS,"15090,26"
RAVAT.,AVA0632,MACHO EN JUEGO N-C.DE 6 X 32,PESOS,"2593,78"
RAVAT.,AVA214,"MACHO EN JUEGO UNF.DE     1/4""",PESOS,"2879,63"
RAVAT.,AVA2516,"MACHO EN JUEGO UNF.DE     5/16""",PESOS,"3276,49"
RAVAT.,AVA238,"MACHO EN JUEGO UNF.DE    3/8""",PESOS,"3869,41"
RAVAT.,AVA2716,"MACHO EN JUEGO UNF.DE    7/16""",PESOS,"5166,31"
RAVAT.,AVA212,"MACHO EN JUEGO UNF.DE   1/2""",PESOS,"5166,31"
RAVAT.,AVA2916,"MACHO EN JUEGO UNF.DE   9/16""",PESOS,"6845,89"
RAVAT.,AVA258,"MACHO EN JUEGO UNF.DE  5/8""",PESOS,"8435,72"
RAVAT.,AVA234,"MACHO EN JUEGO UNF.DE 3/4""",PESOS,"15669,02"
RAVAT.,AVA118,"MACHO EN JUEGO W.DE        1/8""",PESOS,"2381,18"
RAVAT.,AVA1532,"MACHO EN JUEGO W.DE       5/32""",PESOS,"2381,18"
RAVAT.,AVA1316,"MACHO EN JUEGO W.DE      3/16""",PESOS,"2381,18"
RAVAT.,AVA1732,"MACHO EN JUEGO W.DE      7/32""",PESOS,"2579,62"
RAVAT.,AVA114,"MACHO EN JUEGO W.DE     1/4""",PESOS,"2579,62"
RAVAT.,AVA1516,"MACHO EN JUEGO W.DE     5/16""",PESOS,"2879,63"
RAVAT.,AVA138,"MACHO EN JUEGO W.DE    3/8""",PESOS,"3378,07"
RAVAT.,AVA1716,"MACHO EN JUEGO W.DE    7/16""",PESOS,"4476,52"
RAVAT.,AVA112,"MACHO EN JUEGO W.DE   1/2""",PESOS,"4476,52"
RAVAT.,AVA1916,"MACHO EN JUEGO W.DE   9/16""",PESOS,"6257,68"
RAVAT.,AVA158,"MACHO EN JUEGO W.DE  5/8""",PESOS,"7547,5"
RAVAT.,AVA134,"MACHO EN JUEGO W.DE 3/4""",PESOS,"13505,18"
RAVAT.,AVA518,"MACHO SUELTO GAS DE    1/8"" BSP",PESOS,"3378,07"
RAVAT.,AVA514,"MACHO SUELTO GAS DE   1/4"" BSP",PESOS,"5071,82"
RAVAT.,AVA538,"MACHO SUELTO GAS DE  3/8"" BSP",PESOS,"6354,54"
RAVAT.,AVA512,"MACHO SUELTO GAS DE 1/2"" BSP",PESOS,"8634,14"
RAVAT.,AVA3050,MACHO SUELTO M.DE  3 X 0.50     X 10,PESOS,"7939,64"
RAVAT.,AVA4070,MACHO SUELTO M.DE  4 X 0.70     X 10,PESOS,"7939,64"
RAVAT.,AVA5080,MACHO SUELTO M.DE  5 X 0.80     X 10,PESOS,"8598,71"
RAVAT.,AVA61,MACHO SUELTO M.DE  6 X 1.00     X 10,PESOS,"10578,31"
RAVAT.,AVA71,MACHO SUELTO M.DE  7 X 1.00     X 10,PESOS,"10918,48"
RAVAT.,AVA8125,MACHO SUELTO M.DE  8 X 1.25     X 10,PESOS,"11556,28"
RAVAT.,AVA9125,MACHO SUELTO M.DE  9 X 1.25     X 10,PESOS,"13557,14"
RAVAT.,AVA101,MACHO SUELTO M.DE 10 X 1.00     X 10,PESOS,"13557,14"
RAVAT.,AVA1012,MACHO SUELTO M.DE 10 X 1.25     X 10,PESOS,"13557,14"
RAVAT.,AVA1015,MACHO SUELTO M.DE 10 X 1.50     X 10,PESOS,"13557,14"
RAVAT.,AVA1115,MACHO SUELTO M.DE 11 X 1.50     X  10,PESOS,"17221,05"
RAVAT.,AVA121,MACHO SUELTO M.DE 12 X 1.00     X  10,PESOS,"17221,05"
RAVAT.,AVA1212,MACHO SUELTO M.DE 12 X 1.25     X  10,PESOS,"17221,05"
RAVAT.,AVA1215,MACHO SUELTO M.DE 12 X 1.50     X  10,PESOS,"17221,05"
RAVAT.,AVA1217,MACHO SUELTO M.DE 12 X 1.75     X 10,PESOS,"17221,05"
RAVAT.,AVA1415,MACHO SUELTO M.DE 14 X 1.50     X 10,PESOS,"20861,32"
RAVAT.,AVA142,MACHO SUELTO M.DE 14 X 2.00     X 10,PESOS,"20861,32"
RAVAT.,AVA632,MACHO SUELTO N-C.DE 6 X 32      X 10,PESOS,"9938,12"
RAVAT.,AVA4516,"MACHO SUELTO UNF DE    5/16""   X 10",PESOS,"11466,53"
RAVAT.,AVA438,"MACHO SUELTO UNF DE   3/8""      X 10",PESOS,"13542,98"
RAVAT.,AVA4716,"MACHO SUELTO UNF DE   7/16""    X 10",PESOS,"18080,92"
RAVAT.,AVA4012,"MACHO SUELTO UNF DE  1/2""       X 10",PESOS,"18080,92"
RAVAT.,AVA4916,"MACHO SUELTO UNF DE  9/16""     X  5",PESOS,"12548,44"
RAVAT.,AVA458,"MACHO SUELTO UNF DE 5/8""        X  5",PESOS,"15463,51"
RAVAT.,AVA18,"MACHO SUELTO W.DE      1/8""          X 10",PESOS,"7939,64"
RAVAT.,AVA532,"MACHO SUELTO W.DE      5/32""         X 10",PESOS,"7939,64"
RAVAT.,AVA316,"MACHO SUELTO W.DE     3/16""         X 10",PESOS,"7939,64"
RAVAT.,AVA732,"MACHO SUELTO W.DE     7/32""         X 10",PESOS,"8598,71"
RAVAT.,AVA14,"MACHO SUELTO W.DE    1/4""          X 10",PESOS,"8598,71"
RAVAT.,AVA516,"MACHO SUELTO W.DE    5/16""         X 10",PESOS,"9600,31"
RAVAT.,AVA716,"MACHO SUELTO W.DE    7/16""         X 10",PESOS,"14922,55"
RAVAT.,AVA12,"MACHO SUELTO W.DE   1/2""          X 10",PESOS,"14922,55"
RAVAT.,AVA916,"MACHO SUELTO W.DE   9/16""         X  5",PESOS,"10429,49"
RAVAT.,AVA38,"MACHO SUELTO W.DE  3/8""          X 10",PESOS,11261
RAVAT.,AVA58,"MACHO SUELTO W.DE  5/8""          X  5",PESOS,"12579,16"
RAVAT.,AVA34,"MACHO SUELTO W.DE 3/4""          X  5",PESOS,"22510,2"
X-URBAN ESLINGAS,URB1051,MALACATE PORTATIL P/FAJA 100MM CON BULONES,PESOS,"13809,02"
FURY,FUR5518_SA,MALETIN ORGANIZADOR 367X283X62,PESOS,"2637,5"
REPUESTOS ARTICULOS BROGAS,00.MAL0005_BR,MALLA  EXTERNA DE PARABOLICA 210 X 60,PESOS,"184,2"
REPUESTOS ARTICULOS BROGAS,00.MAL0004_BR,MALLA  INFRARROJA 480X85 (570/580),PESOS,"331,17"
REPUESTOS ARTICULOS BROGAS,00.MAL0002_BR,MALLA INFRARROJA 150X110 (490/540/480),PESOS,"252,16"
REPUESTOS ARTICULOS BROGAS,00.MAL0003_BR,MALLA INFRARROJA 280X110 (470/560/555),PESOS,"343,38"
REPUESTOS ARTICULOS BROGAS,00.MAL0001_BR,MALLA INFRARROJA INTERNA P/PARABOLICA,PESOS,"272,74"
TEJIDOS MOSQUITEROS,MMG-100_BR,MALLA MOSQUITERO DE GALVANIZADO 100X30MTS NUEVO,PESOS,"20191,21"
TEJIDOS MOSQUITEROS,MMG-120_BR,MALLA MOSQUITERO DE GALVANIZADO 120X30MTS NUEVO,PESOS,"23349,68"
TEJIDOS MOSQUITEROS,MMG-080_BR,MALLA MOSQUITERO DE GALVANIZADO 80X30MTS NUEVO,PESOS,"18400,99"
BRILAQUA DOLARIZADO,BRI1313,MALLA SOLDADA 13X13 GALVANIZADA 20 METROS,DOLARIZADO,"173,22"
BRILAQUA DOLARIZADO,BRI1919,MALLA SOLDADA 19X19 GALVANIZADA 20 METROS,DOLARIZADO,"124,8"
BRILAQUA DOLARIZADO,BRI2525,MALLA SOLDADA 25X25 GALVANIZADA 20 METROS,DOLARIZADO,"96,04"
BIL-VEX DOLARIZADO,BIL609,MAMELUCO DUPONT TYVEK XL LAVABLE C/CAPUCHA,DOLARIZADO,"24,35"
BIL-VEX DOLARIZADO,BIL856,MAMELUCO DUPONT TYVEK XXL LAVABLE C/CAPUCHA,DOLARIZADO,"24,35"
BIL-VEX DOLARIZADO,BIL206,MAMELUCO DUPONT TYVEK XXXL LAVABLE C/CAPUCHA,DOLARIZADO,"24,35"
STEELPRO DOLARIZADO,STE1561,MAMELUCO RESPIRABLE  XXL CON CIERRE,DOLARIZADO,"43,18"
STEELPRO DOLARIZADO,STE1562,MAMELUCO RESPIRABLE XXXL CON CIERRE,DOLARIZADO,"43,18"
BIL-VEX DOLARIZADO,BIL1998,MAMELUCO SB DESCARTABLE 30 GRS  XL CAPUCHA,DOLARIZADO,"4,28"
BIL-VEX DOLARIZADO,BIL600,MAMELUCO TYCHEM COST. SELLAD C/CAP XL AMARILL,DOLARIZADO,"54,58"
BIL-VEX DOLARIZADO,BIL601,MAMELUCO TYCHEM COST. SELLAD C/CAP XXL AMARIL,DOLARIZADO,"54,58"
BIL-VEX DOLARIZADO,BIL602,MAMELUCO TYCHEM COST. SELLAD C/CAP XXXL AMAR,DOLARIZADO,"54,58"
GAN-MAR.,GAN20,MANDRIL AUTOAJUSTABLE DE 3-13 MM,PESOS,"23532,42"
GAN-MAR.,GAN130,MANDRIL AUTOAJUSTABLE DE 3-16 MM B-18,PESOS,"29415,52"
GAN-MAR.,GAN33,MANDRIL AUTOAJUSTABLE DE 3-16 MM J-33,PESOS,"29415,52"
BREMEN DOLARIZADO.,BRE1038,MANDRIL DE 10 MM.CON ROSCA 3/8,DOLARIZADO,"7,85"
GAN-MAR.,GAN1038,MANDRIL DE 10 MM.CON ROSCA 3/8,PESOS,"6863,63"
BARBERO.,BAR131,MANDRIL DE 13 MM. RM-1/2 NF,PESOS,"13173,07"
BREMEN DOLARIZADO.,BRE1312,MANDRIL DE 13 MM.CON ROSCA 1/2,DOLARIZADO,"11,08"
GAN-MAR.,GAN1312,MANDRIL DE 13 MM.CON ROSCA 1/2 JACOBS,PESOS,"1361,42"
BREMEN DOLARIZADO.,BRE1616,MANDRIL DE 16 MM.B16,DOLARIZADO,"21,25"
BARBERO.,BAR1610,MANDRIL DE 16 MM.B18 LIVIANO,PESOS,"11998,95"
GAN-MAR.,GAN1633,MANDRIL DE 16 MM.CON CONO 33 JT,PESOS,"16668,79"
BARBERO.,BAR201,MANDRIL DE 20 MM.B22 DIN 238,PESOS,"22444,76"
JACOBS,ZC-6279,MANDRIL SEMIPESADO 33 - CON LLAVE,PESOS,"98,47"
SABATINO.,SAB6100,"MANDRIL.(AZ-80,ECO)",PESOS,"2503,5"
SABATINO.,SAB6300,"MANDRIL.(ESPECIAL,RS-84)",PESOS,"2049,06"
SABATINO.,SAB6400,MANDRIL.(FUELLE),PESOS,"2972,62"
SIFOLIMP,SIF00131_SA,MANGA CANILLA 1/2,PESOS,0
GUANTES DE CUERO,GUA21,MANGA CUERO DESCARNE C/TIRAS DESCAR. X PAR,PESOS,"3413,73"
MANGAS DE BRONCE PARA CANILLA,MBCE02_ML,MANGA DE BRONCE CROMADA PARA CANILLA 1/2,PESOS,"742,29"
MANGAS DE BRONCE PARA CANILLA,MBCE04_ML,MANGA DE BRONCE CROMADA PARA CANILLA 3/4,PESOS,"1102,21"
MANGAS DE BRONCE PARA CANILLA,MBCE01_ML,MANGA DE BRONCE PULIDO PARA CANILLA 1/2,PESOS,"660,73"
MANGAS DE BRONCE PARA CANILLA,MBCE03_ML,MANGA DE BRONCE PULIDO PARA CANILLA 3/4,PESOS,"995,5"
PLASTIMET,PLA320,MANGA DE RIEGO 1 Â¼ X 25 MTS,PESOS,"7795,66"
PLASTIMET,PLA325,MANGA DE RIEGO 1 Â½ X 25 MTS,PESOS,"9419,75"
PLASTIMET,PLA350,MANGA DE RIEGO 1 Â½ X 50 MTS,PESOS,"18839,51"
