descmarca,producto,descrip,claseprod,preciosiva
X-URBAN ESLINGAS,URB1022,COLA AMARRE ELAST SIMPLE MOSQ110MMX1.5M AMORT,PESOS,"41970,74"
X-URBAN ESLINGAS,URB1805,COLA AMARRE OBRERO DOBLE MOSQ 55MM X 1.5M,PESOS,"17571,74"
X-URBAN ESLINGAS,URB1802,COLA AMARRE OBRERO REG MOSQ 18 MMX1.5M,PESOS,"7628,27"
X-URBAN ESLINGAS,URB02,COLA AMARRE REG MOSQ 18 MMX2.0M,PESOS,"8474,92"
X-URBAN ESLINGAS,URB7801,COLA AMARRE REG MOSQ 18MM STAND X 1.5M AMORT,PESOS,"13370,3"
X-URBAN ESLINGAS,URB1020,COLA AMARRE REG MOSQUETON 55MM X 2.0 AMORT,PESOS,"11547,4"
X-URBAN ESLINGAS,URB2185,COLA AMARRE REG MOSQUETON 55MM X 2.0M,PESOS,"10227,8"
FORTEX.,FOR281,COLA CALIENTE MOLIDA TIPO FR X 1 KG.,PESOS,"4804,91"
FORTEX.,FOR282,COLA CALIENTE MOLIDA TIPO FR X 20 KGS.,PESOS,"89806,8"
FORTEX,FOT1203_SA,COLA P60 X 1KG.,PESOS,"1669,4"
FORTEX,FOT1218_SA,COLA P60 X 25KG.,PESOS,0
FORTEX,FOT1206_SA,COLA P60 X 5KG.,PESOS,"7394,3"
FORTEX.,FOR101,COLA SINTETICA A10 X   1 KG,PESOS,"1718,08"
FORTEX.,FOR106,COLA SINTETICA A10 X   6 KG,PESOS,"9509,03"
FORTEX.,FOR1024,COLA SINTETICA A10 X  24 KG,PESOS,"36086,29"
FORTEX.,FOR1022,COLA SINTETICA A10 X 220 KG,PESOS,"294853,96"
FORTEX.,FOR01,COLA SINTETICA A20 X   1 KG EXTRA,PESOS,"2048,92"
FORTEX.,FOR06,COLA SINTETICA A20 X   6 KG EXTRA,PESOS,"11655,38"
FORTEX.,FOR024,COLA SINTETICA A20 X  24 KG EXTRA,PESOS,"44989,06"
FORTEX.,FOR0125,COLA SINTETICA A20 X 125 GM EXTRA 1/8,PESOS,"577,72"
FORTEX.,FOR0501,COLA SINTETICA A20 X 200 GM EXTRA C/PICO,PESOS,"779,27"
FORTEX.,FOR0220,COLA SINTETICA A20 X 220 KG,PESOS,"371634,98"
FORTEX.,FOR0250,COLA SINTETICA A20 X 250 GM EXTRA 1/4,PESOS,"779,27"
FORTEX.,FOR0500,COLA SINTETICA A20 X 500 GM EXTRA 1/2,PESOS,"1338,53"
FORTEX.,FOR0494,COLA SINTETICA A20 X 800 GM EXTRA,PESOS,"2010,3"
FORTEX.,FOR601,COLA SINTETICA P60 X  1 KG EXTRA PISO MADERA,PESOS,"1627,39"
FORTEX.,FOR605,COLA SINTETICA P60 X  5 KG EXTRA PISO MADERA,PESOS,"7208,19"
FORTEX.,FOR6025,COLA SINTETICA P60 X 25 KG EXTRA PISO MADERA,PESOS,"31885,99"
FORTEX.,FOR361,COLA SINTETICA X-36   1 LT,PESOS,"3038,12"
FORTEX.,FOR366,COLA SINTETICA X-36   6 LT,PESOS,"17150,52"
FORTEX.,FOR3622,COLA SINTETICA X-36  22 LT,PESOS,"61256,18"
FORTEX,FOT3393_SA,COLA T 15 PARA TERGOPOR X 200GR,PESOS,"778,7"
FORTEX,FOT3403_SA,COLA W 3 RESISTENTE AL AGUA X 1KG,PESOS,"3209,6"
FORTEX.,FOR31,COLA W3 X  1 KG. RESISTENTE AL AGUA,PESOS,"3128,81"
FORTEX.,FOR36,COLA W3 X  6 KG. RESISTENTE AL AGUA,PESOS,"17271,44"
FORTEX.,FOR320,COLA W3 X 20 KG. RESISTENTE AL AGUA,PESOS,"56971,91"
FORTEX,FOT0503_SA,COLA X36 X 1KG.,PESOS,"3116,56"
FORTEX,FOT0507_SA,COLA X36 X 6KG,PESOS,"17593,36"
MARMITAS ACCESORIOS,02.MAR0127_BR,COLAPASTAS,PESOS,"1156,32"
COLCHON INFLABLE,COL-01_BR,"COLCHÓN INFLABLE DE UNA PLAZA,  MEDIDA:191X73X22(H) CM",PESOS,"4425,4"
COLCHON INFLABLE,COL-02_BR,"COLCHÓN INFLABLE DOS PLAZAS, MEDIDA:191X137X22(H) CM",PESOS,"7614,07"
COLCHON INFLABLE,COL-03_BR,COLCHÓN INFLABLE DOS PLAZAS. INCLUYE 2 ALMOHADAS INFLABLES E INFLADOR. MEDIDA:19,PESOS,"8002,36"
ROG,ROG0020_SA,COLGADOR P/CUADRO 20MM X 200,PESOS,0
ROG,ROG0025_SA,COLGADOR P/CUADRO 25 MM. X 200,PESOS,0
ROG,ROG0030_SA,COLGADOR P/CUADRO 30 MM X 200,PESOS,0
ROG,ROG0035_SA,COLGADOR P/CUADRO 35 MM X 200,PESOS,0
ROG,ROG0044_SA,COLGADOR P/CUADRO 45 MM X 200,PESOS,0
ROG,ROG0045_SA,COLGADOR P/REPIZA  19X45 X 50U.,PESOS,"1992,14"
ROG,ROG00441_SA,COLGADOR P/REPIZA 19X31 X 50U.,PESOS,"1326,66"
ROG,ROG0075_SA,COLGADOR P/REPIZA 19X75 X 50U.,PESOS,"3135,12"
BARBERO.,BAR50,COLIZA MORSA NÂº0,PESOS,"7492,13"
BARBERO.,BAR51,COLIZA MORSA NÂº1,PESOS,"11270,14"
BARBERO.,BAR52,COLIZA MORSA NÂº2,PESOS,"16883,6"
BARBERO.,BAR53,COLIZA MORSA NÂº3,PESOS,28152
BARBERO.,BAR54,COLIZA MORSA NÂº4,PESOS,"33794,85"
BARBERO.,BAR55,COLIZA MORSA NÂº5,PESOS,"45042,51"
BARBERO.,BAR56,COLIZA MORSA NÂº6,PESOS,"54256,45"
BARBERO.,BAR57,COLIZA MORSA NÂº7,PESOS,"54256,45"
BARBERO.,BAR58,COLIZA MORSA NÂº8,PESOS,"71138,32"
COLLARES P/PERRO,COL2001_SA,COLLAR SINTETICO Nº 1 62X3,PESOS,"235,62"
COLLARES P/PERRO,COL2011_SA,COLLAR SINTETICO Nº 11 37X2,PESOS,"161,56"
COLLARES P/PERRO,COL2002_SA,COLLAR SINTETICO Nº 2 52X3,PESOS,"230,22"
COLLARES P/PERRO,COL2003_SA,COLLAR SINTETICO Nº 3 52X3,PESOS,"230,22"
COLLARES P/PERRO,COL2004_SA,COLLAR SINTETICO Nº 4 48X3,PESOS,"227,54"
COLLARES P/PERRO,COL2005_SA,COLLAR SINTETICO Nº 5 52X2,PESOS,"154,84"
COLLARES P/PERRO,COL2007_SA,COLLAR SINTETICO Nº 7 44X2,PESOS,"150,8"
COLLARES P/PERRO,COL2009_SA,COLLAR SINTETICO Nº 9 42X2,PESOS,"165,6"
COLLARES P/PERRO,COL3065_SA,COLLAR SINTETICO REFORZADO 5 X 65 CM.,PESOS,"892,44"
COLLARES P/PERRO,COL3070_SA,COLLAR SINTETICO REFORZADO 5 X 70 CM.,PESOS,"913,72"
COLLARES P/PERRO,COL3075_SA,COLLAR SINTETICO REFORZADO 5 X 75 CM.,PESOS,"934,98"
COLLARES P/PERRO,COL3080_SA,COLLAR SINTETICO REFORZADO 5 X 80 CM.,PESOS,"956,24"
PRIVE,PRI9989,COMBINACIONES 200/205/209/210/211/212/213,PESOS,"1802,59"
PRIVE,PRI9988,COMBINACIONES 207/208,PESOS,"1802,59"
TRAMONTINA,TRA4233,COMPRESOR AIRE PORTATIL 12 V,PESOS,"15442,2"
BARBIERI DOLARIZADO,RBI0224,COMPRESOR BARBIERI 24L  2.0 HP 220V 2B2024,DOLARIZADO,"265,45"
VARIOS,VAR0203_SA,CONCERTINA CRUZADA X 7M.,PESOS,0
VARIOS,VAR0202_SA,CONCERTINA SIMPLE X 10M.,PESOS,0
BREMEN DOLARIZADO.,BRE4039,CONDUCTO LUBRIC/REFRIG ARTIC MAGNETICO,DOLARIZADO,"27,9"
X-URBAN ESLINGAS,URB0800,CONECTOR ANCLAJE CIRCULAR 25 X  80CM AZUL,PESOS,"1831,44"
X-URBAN ESLINGAS,URB1300,CONECTOR ANCLAJE CIRCULAR 25 X 130CM VERDE,PESOS,"2104,46"
X-URBAN ESLINGAS,URB1500,CONECTOR ANCLAJE CIRCULAR 25 X 150CM ROJO,PESOS,"2359,27"
X-URBAN ESLINGAS,URB080,CONECTOR DE ANCLAJE  X  800 MM,PESOS,"4273,01"
X-URBAN ESLINGAS,URB0130,CONECTOR DE ANCLAJE  X 1300 MM,PESOS,"4744,3"
CARPAS,04.CON115_BR,"CONECTOR DE METAL, PARA VARILLA Ø 11,5MM",PESOS,"79,86"
CARPAS,04.CON069_BR,"CONECTOR DE METAL, PARA VARILLA Ø 6,9MM",PESOS,"45,27"
CARPAS,04.CON079_BR,"CONECTOR DE METAL, PARA VARILLA Ø 7,9MM",PESOS,"45,27"
CARPAS,04.CON085_BR,"CONECTOR DE METAL, PARA VARILLA Ø 8,5MM",PESOS,"45,38"
ARTICULOS DE RIEGO IMPORTADOS,H3050_ML,CONECTOR P/MANGUERA 1/2 C/STOP,PESOS,"255,63"
ARTICULOS DE RIEGO IMPORTADOS,H3051_ML,CONECTOR P/MANGUERA 1/2 S/STOP,PESOS,"244,27"
ARTICULOS DE RIEGO IMPORTADOS,H3052_ML,CONECTOR P/MANGUERA 3/4 X 1/2 C/STOP,PESOS,"322,91"
ARTICULOS DE RIEGO IMPORTADOS,H3053_ML,CONECTOR P/MANGUERA 3/4 X 1/2 S/STOP,PESOS,"317,64"
ARTICULOS DE RIEGO IMPORTADOS,H3055_ML,CONECTOR P/MANGUERA 3/4 X 3/4 C/STOP,PESOS,"418,07"
EL ABUELO,ELA15311_SA,CONEXION CANILLA 1/2 3/4,PESOS,"173,04"
EL ABUELO,ELA13211_SA,CONEXION CANILLA 3/4 P/ACOPLE RAPIDO,PESOS,"249,18"
,MER05,CONEXION FLEXIBLE 1/2 PVC FRIO-CALOR 20CM BLCO/GRIS,,"308,9"
,MER06,CONEXION FLEXIBLE 1/2 PVC FRIO-CALOR 30 CM. BLCO/GRIS,,"349,36"
,MER07,CONEXION FLEXIBLE 1/2 PVC FRIO-CALOR 40CM BLCO/GRIS,,"389,82"
,MER08,CONEXION FLEXIBLE 1/2 PVC FRIO-CALOR 50CM BLCO/GRIS,,"430,26"
CONEXIONES DE GOMA PARA INODOR,CGO05_ML,CONEXION GOMA ESQUEL COMUN,PESOS,"360,27"
TECNOCOM,TEM2012_SA,CONEXION RAPIDA  1/2,PESOS,"46,04"
TECNOCOM,TEM2034_SA,CONEXION RAPIDA 3/4,PESOS,"48,96"
ACOPLES RAPIDOS.,ACO6003,"CONEXION RECTA PLASTICA 1/4""BSPT 6MM.",PESOS,"473,86"
ACOPLES RAPIDOS.,ACO6004,"CONEXION RECTA PLASTICA 1/4""BSPT 8MM.",PESOS,"473,86"
ACOPLES RAPIDOS.,ACO6001,"CONEXION RECTA PLASTICA 1/8""BSPT 6MM.",PESOS,"402,38"
ACOPLES RAPIDOS.,ACO6002,"CONEXION RECTA PLASTICA 1/8""BSPT 8MM.",PESOS,"427,2"
CONEXIONES CORRUGADAS FLEXIBLE,CC01_ML,CONEXIÓN CORRUGADA FLEXIBLE 40 X 40,PESOS,"206,69"
CONEXIONES CORRUGADAS FLEXIBLE,CC02_ML,CONEXIÓN CORRUGADA FLEXIBLE 50 X 40,PESOS,"206,69"
CONEXIONES CORRUGADAS FLEXIBLE,CC03_ML,CONEXIÓN CORRUGADA FLEXIBLE 50 X 50,PESOS,"206,69"
CONEX. EXTENSIBLE PLAST. Y SOP,WJ715_ML,CONEXIÓN EXTENSIBLE PVC CON ROSCA 1¼,PESOS,"698,98"
CONEX. EXTENSIBLE PLAST. Y SOP,WJ716_ML,CONEXIÓN EXTENSIBLE PVC CON ROSCA 1½,PESOS,"712,21"
CONEX. EXTENSIBLE PLAST. Y SOP,WJ707_ML,CONEXIÓN EXTENSIBLE PVC UNIVERSAL BCA,PESOS,"525,12"
CONEX. EXTENSIBLE PLAST. Y SOP,WJ707CR_ML,CONEXIÓN EXTENSIBLE PVC UNIVERSAL CR,PESOS,"1196,45"
MULTIMAXI,MUL0015_SA,CONEXIÓN FUELLE PVC,PESOS,"188,1"
CONEXIONES DE GOMA PARA INODOR,CGO08_ML,CONEXIÓN GOMA COMÚN PARA MOCHILA,PESOS,"338,27"
CONEXIONES DE GOMA PARA INODOR,CGO15_ML,CONEXIÓN GOMA ESQUEL FUELLE EXTRA LARGA,PESOS,"332,3"
CONEXIONES DE GOMA PARA INODOR,CGO03_ML,CONEXIÓN GOMA ESQUEL FUELLE VALMA ECONÓMICA,PESOS,"206,53"
CONEXIONES DE GOMA PARA INODOR,CGO02_ML,CONEXIÓN GOMA ESQUEL FUELLE VALMA SUPER,PESOS,"332,3"
CONEXIONES DE GOMA PARA INODOR,CGO09_ML,CONEXIÓN GOMA FUELLE PARA MOCHILA,PESOS,"351,86"
CONEXIONES DE GOMA PARA INODOR,CGO07_ML,CONEXIÓN GOMA TRAFUL COMÚN,PESOS,"329,87"
CONEXIONES DE GOMA PARA INODOR,CGO06_ML,CONEXIÓN GOMA TRAFUL FUELLE,PESOS,"308,85"
CONEXIONES DE PVC. PARA INODOR,FUE14_ML,CONEXIÓN PVC ARTIC. EXTENSIBLE C/2 TCAS. P/MOCHILA,PESOS,"716,35"
CONEXIONES DE PVC. PARA INODOR,FUE10_ML,CONEXIÓN PVC ARTICULADA C/1 TUERCA P/MOCHILA ANDINA,PESOS,"621,35"
CONEXIONES DE PVC. PARA INODOR,FUE12_ML,CONEXIÓN PVC ARTICULADA C/2 TCAS. P/MOCHILA ANDINA,PESOS,"664,99"
CONEXIONES DE PVC. PARA INODOR,FUE11_ML,CONEXIÓN PVC. ARTICULADA P/MOCHILA 1½,PESOS,"413,68"
CONEXIONES DE PVC. PARA INODOR,FUE02_ML,CONEXIÓN PVC. ESQUEL FUELLE EXTRA LARGA,PESOS,"382,23"
CONEXIONES DE PVC. PARA INODOR,FUE01_ML,CONEXIÓN PVC. ESQUEL FUELLE MALVAR,PESOS,"305,02"
CONEXIONES DE PVC. PARA INODOR,FUE05_ML,CONEXIÓN PVC. FUELLE P/MOCHILA,PESOS,"208,42"
CONITOS PARA TEE DE LAVATORIO,COPE01_ML,CONITO  3/8 P/RAMAL LAVATORIO,PESOS,"7,26"
CONITOS PARA TEE DE LAVATORIO,COPE02_ML,CONITO 1/2 P/RAMAL LAVATORIO,PESOS,"7,26"
ARANDELAS PLASTICAS,ARP07_ML,CONITO PVC PARA FLEXIBLE DE 1/2,PESOS,"10,43"
VIYILANT,VIY3503,CONJUNTO RESORTE P/CAÃ‘A PLST Ã˜ 18,PESOS,"1589,88"
REPUESTOS PARA CALENTADOR A KE,0-811_BR,CONO CENTRAL PARA NRO.1,PESOS,"21,17"
REPUESTOS PARA CALENTADOR A KE,0-812_BR,CONO CENTRAL PARA NRO.3 Y 5,PESOS,"34,77"
CONOS PLASTICOS PARA ASIENTO D,CON01_ML,CONO CHICO P/ASIENTO DEPÓSITO GASTADO,PESOS,"331,66"
DIAMANTEC. DOLARIZADO,IAM50,CONO DIAMANTADO LIMPIA PIEDRA DE  50 KTES.,DOLARIZADO,"82,19"
DIAMANTEC. DOLARIZADO,IAM75,CONO DIAMANTADO LIMPIA PIEDRA DE  75 KTES.,DOLARIZADO,"105,29"
DIAMANTEC. DOLARIZADO,IAM100,CONO DIAMANTADO LIMPIA PIEDRA DE 100 KTES.,DOLARIZADO,"128,39"
DIAMANTEC. DOLARIZADO,IAM150,CONO DIAMANTADO LIMPIA PIEDRA DE 150 KTES.,DOLARIZADO,"167,34"
DIAMANTEC. DOLARIZADO,IAM200,CONO DIAMANTADO LIMPIA PIEDRA DE 200 KTES.,DOLARIZADO,"217,58"
DIAMANTEC. DOLARIZADO,IAM300,CONO DIAMANTADO LIMPIA PIEDRA DE 300 KTES.,DOLARIZADO,"513,47"
CONOS PLASTICOS PARA ASIENTO D,CON02_ML,CONO GNDE. P/ASIENTO DEPÓSITO GASTADO,PESOS,"331,66"
REPUESTOS PARA CALENTADOR A KE,0-813_BR,CONO INTERMEDIO PARA NRO 3 Y 5,PESOS,"595,43"
VITALGAS,VIT0010_SA,CONSERVADORA  32LTS.,PESOS,0
BOLSOS TÉRMICOS,CON-1_BR,CONSERVADORA CON BOLSILLO PORTA CUBIERTOS 8LTS.,PESOS,"3288,31"
BOLSOS TÉRMICOS,CON-2_BR,CONSERVADORA CON DOS BOLSILLOS LATERALES PORTA BEBIDA 20LTS.,PESOS,"4475,83"
BOLSOS TÉRMICOS,CON-3_BR,CONSERVADORA TIPO BOLSO CON 3 BOLSILLOS 15LTS.,PESOS,"3507,84"
RAVAT.,RAV00,CONSULTAR MEDIDAS ESPECIALES.,PESOS,0
RAVAT.,RAV0000,CONSULTAR MEDIDAS ESPECIALES.,PESOS,0
VARILLA ROSCADA.,VAR00,CONSULTAR OTRAS ROSCAS.,PESOS,"29,87"
LIN,LIN1005_SA,CONTRATUERCA AMOLADORA,PESOS,"749,7"
LIN.,LIN16,CONTRATUERCA PARA AMOLADORA,PESOS,"747,78"
REPUESTOS PARA CALENTADOR A KE,0-817_BR,CORAZA PARA CALENTADOR NRO.3 Y 5,PESOS,"488,81"
NAVEGANTE.,NAV102,CORDON P/RIEL AMERICANO 2 MM X 400 MTS ROLLO,PESOS,"6978,73"
NAVEGANTE.,NAV103,CORDON P/RIEL AMERICANO 3 MM X 200 MTS ROLLO,PESOS,"5872,84"
NAVEGANTE.,NAV104,CORDON P/RIEL AMERICANO 4 MM X 200  MTS ROLLO,PESOS,"6721,82"
TENSIL,TEN0005_SA,"CORDON TRENZADO P/RIEL 2,5MM X 200M.",PESOS,0
BLADI,BOR0001_SA,CORDONES PARA CALZADO,PESOS,0
HB- / BELCER,HB-9998,CORONA SIN EJE P/HORMIGONERA,PESOS,"16842,36"
MECANOBRA.,MEC9998,CORONA SIN EJE P/HORMIGONERA,PESOS,"14570,2"
VITALGAS,VIT0030_SA,CORREA P/LAVARROPA PLASTICA CORTA,PESOS,"193,6"
VITALGAS,VIT0031_SA,CORREA P/LAVARROPA PLASTICA LARGA,PESOS,209
HB- / BELCER,HB-235,CORREA PARA HORMIGONERA 130 L A32,PESOS,"1209,52"
HB- / BELCER,HB-237,CORREA PARA HORMIGONERA 150 L A37,PESOS,"1280,09"
COLLARES P/PERRO,COL2104_SA,CORREA SINTETICA Nº 4 115X2,PESOS,"403,92"
COLLARES P/PERRO,COL2130_SA,CORREA SINTETICA Nº30,PESOS,"269,28"
SABELCORT,SAB0011_SA,CORREDERA PLAST CRUCE X 10U.,PESOS,0
SABELCORT,SAB0009_SA,CORREDERAS DE PLASTICO X100U.,PESOS,"1358,42"
RAKETA,RAK0008_SA,CORREDERAS P/RIEL RAKETA X 100U.,PESOS,0
BARBERO.,BAR824,CORTA CABLE DE ACERO 12MM,PESOS,"24037,89"
BARBERO.,BAR825,CORTA CABLE DE ACERO 16MM,PESOS,"33722,22"
T.M.L.H.,TML3,CORTA CAÃ‘O P/COBRE PROFESIONAL.,PESOS,"3315,41"
T.M.L.H.,TML2,CORTA CAÃ‘O P/COBRE.,PESOS,"2584,73"
BERCAR.,BER1920,CORTA HIERRO CHATO 19 X 20 CMS,PESOS,"1336,67"
BERCAR.,BER1925,CORTA HIERRO CHATO 19 X 25 CMS,PESOS,"1435,87"
BERCAR.,BER1930,CORTA HIERRO CHATO 19 X 30 CMS,PESOS,"1542,24"
BERCAR.,BER1935,CORTA HIERRO CHATO 19 X 35 CMS,PESOS,"1654,25"
BERCAR.,BER1940,CORTA HIERRO CHATO 19 X 40 CMS,PESOS,"1745,83"
BERCAR.,BER2520,CORTA HIERRO CHATO 25 X 20 CMS,PESOS,"1520,21"
BERCAR.,BER2525,CORTA HIERRO CHATO 25 X 25 CMS,PESOS,"1618,94"
BERCAR.,BER2530,CORTA HIERRO CHATO 25 X 30 CMS,PESOS,"1723,6"
BERCAR.,BER2535,CORTA HIERRO CHATO 25 X 35 CMS,PESOS,"1825,69"
BERCAR.,BER2540,CORTA HIERRO CHATO 25 X 40 CMS,PESOS,"1928,26"
BIASSONI.,BIA4920,CORTA HIERRO CHATO DE 20 CMS.,PESOS,"2224,21"
BIASSONI.,BIA4925,CORTA HIERRO CHATO DE 25 CMS.,PESOS,"2393,12"
BIASSONI.,BIA4930,CORTA HIERRO CHATO DE 30 CMS.,PESOS,"2686,73"
BIASSONI.,BIA4935,CORTA HIERRO CHATO DE 35 CMS.,PESOS,"2807,57"
BIASSONI.,BIA4940,CORTA HIERRO CHATO DE 40 CMS.,PESOS,"3160,93"
GHERARDI.,GHE420,CORTA HIERRO CHATO EN 12X25 DE 20 CMS.,PESOS,"2520,69"
GHERARDI.,GHE425,CORTA HIERRO CHATO EN 12X25 DE 25 CMS.,PESOS,"2629,52"
GHERARDI.,GHE430,CORTA HIERRO CHATO EN 12X25 DE 30 CMS.,PESOS,2791
GHERARDI.,GHE435,CORTA HIERRO CHATO EN 12X25 DE 35 CMS.,PESOS,"3038,81"
GHERARDI.,GHE440,CORTA HIERRO CHATO EN 12X25 DE 40 CMS.,PESOS,"3291,49"
FERCAS.,FER120,CORTA HIERRO HEXAGONAL DE 20 CMS.,PESOS,"2010,47"
GHERARDI.,GHE120,CORTA HIERRO HEXAGONAL DE 20 CMS.,PESOS,"2457,32"
L & L,LYL120,CORTA HIERRO HEXAGONAL DE 20 CMS.,PESOS,"894,06"
BIASSONI.,BIA125,CORTA HIERRO HEXAGONAL DE 25 CMS.,PESOS,"2842,28"
FERCAS.,FER125,CORTA HIERRO HEXAGONAL DE 25 CMS.,PESOS,"1915,63"
GHERARDI.,GHE125,CORTA HIERRO HEXAGONAL DE 25 CMS.,PESOS,"2612,26"
L & L,LYL125,CORTA HIERRO HEXAGONAL DE 25 CMS.,PESOS,"911,37"
L & L,LYL625,"CORTA HIERRO HEXAGONAL DE 25 CMS. X 1""",PESOS,"2207,75"
BIASSONI.,BIA130,CORTA HIERRO HEXAGONAL DE 30 CMS.,PESOS,"3021,85"
FERCAS.,FER130,CORTA HIERRO HEXAGONAL DE 30 CMS.,PESOS,"2077,64"
GHERARDI.,GHE130,CORTA HIERRO HEXAGONAL DE 30 CMS.,PESOS,"2724,29"
L & L,LYL130,CORTA HIERRO HEXAGONAL DE 30 CMS.,PESOS,"988,42"
BIASSONI.,BIA135,CORTA HIERRO HEXAGONAL DE 35 CMS.,PESOS,"3131,23"
FERCAS.,FER135,CORTA HIERRO HEXAGONAL DE 35 CMS.,PESOS,"2240,68"
GHERARDI.,GHE135,CORTA HIERRO HEXAGONAL DE 35 CMS.,PESOS,"3047,43"
L & L,LYL135,CORTA HIERRO HEXAGONAL DE 35 CMS.,PESOS,"1004,58"
FERCAS.,FER140,CORTA HIERRO HEXAGONAL DE 40 CMS.,PESOS,"2905,73"
GHERARDI.,GHE140,CORTA HIERRO HEXAGONAL DE 40 CMS.,PESOS,"3208,83"
L & L,LYL140,CORTA HIERRO HEXAGONAL DE 40 CMS.,PESOS,"1066,32"
BERCAR.,BER120,CORTA HIERRO OCTOGONAL DE 20 CMS.,PESOS,"1520,35"
BERCAR.,BER125,CORTA HIERRO OCTOGONAL DE 25 CMS.,PESOS,"1619,17"
BERCAR.,BER130,CORTA HIERRO OCTOGONAL DE 30 CMS.,PESOS,"1723,6"
BERCAR.,BER135,CORTA HIERRO OCTOGONAL DE 35 CMS.,PESOS,"1825,69"
BERCAR.,BER140,CORTA HIERRO OCTOGONAL DE 40 CMS.,PESOS,"1928,26"
BERCAR.,BER150,CORTA HIERRO OCTOGONAL DE 50 CMS.,PESOS,"2132,06"
BERCAR.,BER100,CORTA HIERRO P/ELECTRICISTA.,PESOS,"4911,46"
LIN.,LIN8120,CORTA HIERRO P/MECANICO  8  X 120 MM.,PESOS,"774,14"
LIN.,LIN1115,CORTA HIERRO P/MECANICO 11  X 150 MM.,PESOS,"958,69"
BERCAR.,BER15,CORTA HIERRO P/MECANICO 15 CMS.,PESOS,"2792,27"
GHERARDI.,GHE1150,CORTA HIERRO P/MECANICO 15 CMS.,PESOS,"740,23"
LIN.,LIN9512,"CORTA HIERRO P/MECANICO 3/8"" X 120MM X 10",PESOS,"850,84"
LIN.,LIN9515,"CORTA HIERRO P/MECANICO 3/8"" X 150 MM",PESOS,"874,81"
FORJA CL,FCL230,CORTA HIERRO REDONDO CABEZON DE 30 CMS.,PESOS,"1663,2"
BERCAR.,BER320,CORTA HIERRO REDONDO DE 20 CMS.,PESOS,"969,2"
FORJA CL,FCL320,CORTA HIERRO REDONDO DE 20 CMS.,PESOS,"712,8"
BIASSONI.,BIA2500,CORTA HIERRO REDONDO DE 25 CMS,PESOS,"2318,73"
BERCAR.,BER325,CORTA HIERRO REDONDO DE 25 CMS.,PESOS,"1056,76"
FORJA CL,FCL325,CORTA HIERRO REDONDO DE 25 CMS.,PESOS,"727,06"
FERCAS.,FER625,CORTA HIERRO REDONDO DE 25 CMS.,PESOS,"1304,36"
BIASSONI.,BIA030,CORTA HIERRO REDONDO DE 30 CMS,PESOS,"2627,25"
BERCAR.,BER330,CORTA HIERRO REDONDO DE 30 CMS.,PESOS,"1155,76"
FORJA CL,FCL330,CORTA HIERRO REDONDO DE 30 CMS.,PESOS,"788,84"
FERCAS.,FER630,CORTA HIERRO REDONDO DE 30 CMS.,PESOS,"1389,45"
BIASSONI.,BIA330,CORTA HIERRO REDONDO DE 30 CMS. MARCA SOL,PESOS,"2305,2"
BIASSONI.,BIA035,CORTA HIERRO REDONDO DE 35 CMS,PESOS,"2826,5"
BERCAR.,BER335,CORTA HIERRO REDONDO DE 35 CMS.,PESOS,"1235,93"
FORJA CL,FCL335,CORTA HIERRO REDONDO DE 35 CMS.,PESOS,"819,72"
FERCAS.,FER635,CORTA HIERRO REDONDO DE 35 CMS.,PESOS,"1446,61"
BERCAR.,BER340,CORTA HIERRO REDONDO DE 40 CMS.,PESOS,"1327,49"
FORJA CL,FCL340,CORTA HIERRO REDONDO DE 40 CMS.,PESOS,"850,6"
FERCAS.,FER640,CORTA HIERRO REDONDO DE 40 CMS.,PESOS,"1520,29"
BERCAR.,BER350,CORTA HIERRO REDONDO DE 50 CMS.,PESOS,"1440,79"
MUSTAD DOLARIZADO,UST623,CORTA REMACHE,DOLARIZADO,"75,33"
IMPORTADO. DOLARIZADO,IMP205,CORTA VIDRIO DE DIAMANTE JOBO CHINA,DOLARIZADO,"3,59"
IMPORTADO. DOLARIZADO,IMP206,CORTA VIDRIO DE DIAMANTE JOBO GERMANY,DOLARIZADO,"10,86"
CORTA VIDRIO,80020_RB,CORTA VIDRIO JOBO BO320 x unidad,PESOS,"1874,72"
CORTA VIDRIO,80025_RB,CORTA VIDRIO SILBERSCHNITT BO100 x unidad,PESOS,"4649,3"
DOWEL.DOLARIZADO,DOW2001,CORTACERCOS ELECTRICO DOWEL 400 MM,PESOS,"102,7"
DOWEL.DOLARIZADO,DOW2008,CORTACERCOS ELECTRICO DOWEL 500 MM,PESOS,"132,87"
DOWEL.DOLARIZADO,DOW2242,CORTACERCOS EXPLOSION DOWEL/TED 600 MM,PESOS,"352,52"
CORTACHORROS PARA CANILLA,COR04_ML,CORTACHORRO GOMA C/LLUVIA LAVAVERDURA,PESOS,"78,64"
CORTACHORROS PARA CANILLA,COR01_ML,CORTACHORRO GOMA COMUN P/CANILLA 1/2,PESOS,"52,6"
CORTACHORROS PARA CANILLA,COR02_ML,CORTACHORRO GOMA CORTO 1/2 C/PICO PLÁSTICO,PESOS,"82,76"
CORTACHORROS PARA CANILLA,COR03_ML,CORTACHORRO GOMA LARGO 1/2 C/PICO PLÁSTICO,PESOS,"88,41"
TRAMONTINA,TRA600,CORTADORA  CESPED MANUAL,PESOS,"52157,2"
